Id,Name,Position,Team,ProjPts,ProjOwn
40058510,MarShawn Lloyd,RB,Packers,0.00,0.00
40058576,Marvin Harrison Jr.,WR,Cardinals,13.40,4.20
40058908,Javon Baker,WR,Eagles,3.30,0.00
40058171,Drake Maye,QB,Patriots,20.70,3.30
40058878,Jalen McMillan,WR,Buccaneers,0.00,0.00
40058642,Troy Franklin,WR,Broncos,10.50,8.70
40058166,Michael Penix Jr.,QB,Falcons,17.50,2.40
40058698,Adonai Mitchell,WR,Colts,5.70,0.00
40058810,Ja'Lynn Polk,WR,Saints,0.00,0.00
40058550,Brian Thomas Jr.,WR,Jaguars,15.40,7.30
40059172,Ben Sinnott,TE,Commanders,4.40,0.00
40058154,Jayden Daniels,QB,Commanders,0.00,0.00
40058544,Ladd McConkey,WR,Chargers,15.60,10.60
40058582,Ricky Pearsall,WR,49ers,12.70,8.10
40058165,Caleb Williams,QB,Bears,21.30,13.40
40058588,Rome Odunze,WR,Bears,16.50,20.50
40058992,Malachi Corley,WR,Browns,0.00,0.00
40058330,Trey Benson,RB,Cardinals,10.60,0.40
40058175,J.J. McCarthy,QB,Vikings,0.00,0.00
40058686,Kyle Williams,WR,Patriots,4.70,0.00
40058954,Jordan Moore,WR,Bengals,0.00,0.00
40058280,Omarion Hampton,RB,Chargers,12.20,1.30
40058258,Ashton Jeanty,RB,Raiders,14.80,3.00
40059026,Tyler Warren,TE,Colts,13.70,13.00
40058604,Travis Hunter,WR,Jaguars,10.30,1.40
40058180,Cam Ward,QB,Titans,13.80,1.20
40058554,Emeka Egbuka,WR,Buccaneers,14.00,2.30
40058570,Tetairoa McMillan,WR,Panthers,14.90,7.10
40059062,Colston Loveland,TE,Bears,6.20,0.40
40058598,Matthew Golden,WR,Packers,9.50,0.90
40058316,RJ Harvey,RB,Broncos,9.20,0.30
40058820,Tre' Harris,WR,Chargers,5.30,0.00
40058648,Jack Bech,WR,Raiders,4.90,0.00
40059098,Mason Taylor,TE,Jets,5.60,1.10
40058290,TreVeyon Henderson,RB,Patriots,11.00,0.50
40058634,Jayden Higgins,WR,Texans,7.70,0.10
40058304,Quinshon Judkins,RB,Browns,10.80,0.60
40058188,Tyler Shough,QB,Saints,2.70,0.00
40059104,Terrance Ferguson,TE,Rams,4.30,0.10
40059100,Elijah Arroyo,TE,Seahawks,4.70,0.30
40058632,Luther Burden III,WR,Bears,6.70,0.00
40058688,Savion Williams,WR,Packers,5.60,0.00
40058730,Tai Felton,WR,Vikings,3.70,0.00
40058720,Pat Bryant,WR,Broncos,5.80,0.00
40058704,Jaylin Noel,WR,Texans,6.00,0.00
40058191,Dillon Gabriel,QB,Browns,2.10,0.00
40059048,Harold Fannin Jr.,TE,Browns,10.10,2.90
40058338,Kaleb Johnson,RB,Steelers,5.40,0.00
40058206,Jalen Milroe,QB,Seahawks,5.20,0.00
40058638,Dont'e Thornton Jr.,WR,Raiders,7.60,0.60
40058886,Arian Smith,WR,Jets,4.70,0.10
40058310,Bhayshul Tuten,RB,Jaguars,11.00,0.20
40058334,Woody Marks,RB,Texans,7.70,0.10
40058862,Chimere Dike,WR,Titans,5.90,0.20
40058660,Elic Ayomanor,WR,Titans,9.50,1.90
40059094,Gunnar Helm,TE,Titans,4.60,0.00
40058298,Dylan Sampson,RB,Browns,8.70,0.10
40058516,Trevor Etienne,RB,Panthers,4.70,0.00
40058744,Jordan Watkins,WR,49ers,0.00,0.00
40058460,Jarquez Hunter,RB,Rams,3.80,0.00
40058700,Jaylin Lane,WR,Commanders,6.90,0.20
40058822,KeAndre Lambert-Smith,WR,Chargers,4.60,0.00
40059154,Oronde Gadsden,TE,Chargers,4.40,0.00
40058348,DJ Giddens,RB,Colts,5.70,0.00
40058190,Shedeur Sanders,QB,Browns,0.00,0.00
40059290,Mitchell Evans,TE,Panthers,4.20,0.00
40058366,Jordan James,RB,49ers,3.80,0.00
40058682,Tory Horton,WR,Seahawks,8.20,0.00
40058398,Robbie Ouzts,RB,Seahawks,3.60,0.00
40058340,Jaydon Blue,RB,Cowboys,0.00,0.00
40058216,Cam Miller,QB,Raiders,0.00,0.00
40058816,Tommy Mellott,WR,Saints,0.00,0.00
40058217,Riley Leonard,QB,Colts,0.00,0.00
40058236,Graham Mertz,QB,Texans,0.00,0.00
40058438,Kalel Mullings,RB,Titans,3.70,0.00
40058488,Tahj Brooks,RB,Bengals,4.00,0.00
40058227,Will Howard,QB,Steelers,0.00,0.00
40058998,Jimmy Horn Jr.,WR,Panthers,3.10,0.00
40058404,Devin Neal,RB,Saints,4.00,0.00
40058224,Kyle McCord,QB,Eagles,0.00,0.00
40059244,Gavin Bartholomew,TE,Vikings,0.00,0.00
40058396,Damien Martinez,RB,Seahawks,3.70,0.00
40058802,Ricky White III,WR,Seahawks,0.00,0.00
40058380,Phil Mafah,RB,Cowboys,0.00,0.00
40058354,Kyle Monangai,RB,Bears,7.50,0.10
40059168,Caleb Lohner,TE,Broncos,0.00,0.00
40058494,LeQuint Allen Jr.,RB,Jaguars,6.00,0.00
40059272,Luke Lachey,TE,Texans,0.00,0.00
40058678,Tez Johnson,WR,Buccaneers,3.80,0.00
40059142,Moliki Matavao,TE,Saints,0.00,0.00
40058199,Kurtis Rourke,QB,49ers,0.00,0.00
40058760,Junior Bergen,WR,49ers,0.00,0.00
40058912,Konata Mumpfield,WR,Rams,3.50,0.00
40058286,Jacory Croskey-Merritt,RB,Commanders,12.20,1.90
40058788,JP Richardson,WR,Bears,0.00,0.00
40058798,Courtney Jackson,WR,Seahawks,0.00,0.00
40058232,Max Brosmer,QB,Vikings,1.90,0.00
40058208,DJ Uiagalelei,QB,Chargers,0.00,0.00
40058221,Connor Bazelak,QB,Buccaneers,0.00,0.00
40058446,Josh Williams,RB,Buccaneers,0.00,0.00
40058980,Will Sheppard,WR,Packers,0.00,0.00
40058882,Garrett Greene,WR,Buccaneers,0.00,0.00
40058514,Ahmani Marshall,RB,Browns,0.00,0.00
40058826,Luke Grimm,WR,Chargers,0.00,0.00
40058430,Ulysses Bentley IV,RB,Colts,0.00,0.00
40058856,Coleman Owen,WR,Colts,0.00,0.00
40058360,Raheim Sanders,RB,Browns,3.70,0.00
40058970,Josh Kelly,WR,Texans,0.00,0.00
40058780,Traeshon Holden,WR,Cowboys,0.00,0.00
40059126,Rivaldo Fairweather,TE,Cowboys,0.00,0.00
40058974,Silas Bolden,WR,Texans,0.00,0.00
40059014,Nick Nash,WR,Falcons,0.00,0.00
40059302,Joshua Simon,TE,Falcons,0.00,0.00
40058522,Nathan Carter,RB,Falcons,3.70,0.00
40059264,Patrick Herbert,TE,Jaguars,0.00,0.00
40058235,Seth Henigan,QB,Jaguars,0.00,0.00
40058964,Chandler Brayboy,WR,Jaguars,0.00,0.00
40058498,Ja'Quinden Jackson,RB,Jaguars,0.00,0.00
40058892,Quentin Skinner,WR,Jets,0.00,0.00
40058422,Donovan Edwards,RB,Commanders,3.70,0.00
40058222,Brady Cook,QB,Jets,0.00,0.00
40058894,Jamaal Pritchett,WR,Jets,0.00,0.00
40058410,Amar Johnson,RB,Chargers,0.00,0.00
40058948,Dontae Fleming,WR,Vikings,0.00,0.00
40059246,Bryson Nesbit,TE,Vikings,0.00,0.00
40059234,JJ Galbreath,TE,Steelers,0.00,0.00
40059294,Bryce Pierre,TE,Panthers,0.00,0.00
40058928,Ke'Shawn Williams,WR,Steelers,0.00,0.00
40058468,Lan Larison,RB,Patriots,0.00,0.00
40058474,Brock Lampe,RB,Patriots,0.00,0.00
40059236,CJ Dippre,TE,Patriots,0.00,0.00
40058930,Efton Chism III,WR,Patriots,0.00,0.00
40058916,Tru Edwards,WR,Rams,0.00,0.00
40058918,Brennan Presley,WR,Rams,0.00,0.00
40059226,Mark Redman,TE,Rams,0.00,0.00
40058804,Tyrone Broden,WR,Seahawks,0.00,0.00
40058400,Jacardia Wright,RB,Seahawks,3.80,0.00
40058872,Xavier Restrepo,WR,Titans,3.70,0.00
40058978,Isaiah Neyor,WR,Packers,0.00,0.00
40058936,Myles Price,WR,Vikings,2.80,0.00
40059258,William Wagner,TE,Bengals,0.00,0.00
40058786,Jahdae Walker,WR,Bears,0.00,0.00
40058388,Deion Hankins,RB,Bears,0.00,0.00
40059184,Carter Runyon,TE,Raiders,0.00,0.00
40058838,Jacoby Jones,WR,Commanders,0.00,0.00
40059240,Ben Yurosek,TE,Vikings,0.00,0.00
40058934,Jeremiah Webb,WR,Patriots,0.00,0.00
40058900,Darius Cooper,WR,Eagles,3.20,0.00
40059138,Nick Kallerup,TE,Seahawks,0.00,0.00
40058840,Ja'Corey Brooks,WR,Commanders,0.00,0.00
40059006,Ja'seem Reed,WR,Panthers,0.00,0.00
40058926,Max Hurleman,WR,Steelers,0.00,0.00
40059000,Dalevon Campbell,WR,Panthers,0.00,0.00
40059200,Drake Dabney,TE,Titans,0.00,0.00
40058988,Cade McDonald,WR,Browns,0.00,0.00
40058207,Hunter Dekkers,QB,Saints,0.00,0.00
40058880,Jaden Smith,WR,Buccaneers,0.00,0.00
40058712,Isaiah Bond,WR,Browns,4.60,0.00
